ILCE;NUFUS;YASLI_ORAN;COCUK_ORAN
Muratpaşa;510887;0.1056;0.1870
Konyaaltı;199414;0.1056;0.1870
Kepez;649102;0.1056;0.1870
Döşemealtı;97121;0.1056;0.1870
Aksu;87070;0.1056;0.1870
