ILCE;NUFUS;YASLI_ORAN;COCUK_ORAN
Bağlar;406471;0.041585;0.322375
Kayapınar;419513;0.042943;0.305883
Sur;100613;0.055072;0.308231
Yenişehir;219759;0.047488;0.312442
